uSiteMeasureID,siteID,sampleID,reporterID,dateTime,type,typeOther,typeDescription,aggregation,aggregationOther,aggregationDesc,value,unit,notes,Unnamed: 14
SM_TB131_pH,TB,PV858,McKay-GLIER,2022-04-25 08:45:00,wwpH,,Field hand-held probe,max,,,7.812,,,
SM_TB131_F,TB,PV858,McKay-GLIER,2022-04-25 08:45:00,wwFlow,,Measured daily average flow,mean,,,315.6,ML/D,,
SM_TB131_TSS,TB,PV858,McKay-GLIER,2022-04-25 08:45:00,wwTSS,,Laboratory analysis,max,,,50.4,mg/L,,
SM_AM158_F,AM,PV859,McKay-GLIER,2022-04-27 06:30:00,wwFlow,,Measured daily average flow,mean,,,10620.0,m3/d,,
SM_AM158_F_Spot,AM,PV859,McKay-GLIER,2022-04-27 06:30:00,wwFlow,,Field hand-held probe,max,,,419.5,m3/hr,,
SM_AM158_T,AM,PV859,McKay-GLIER,2022-04-27 06:30:00,wwTemp,,Field hand-held probe,max,,,10.2,oC,,
SM_AM158_pH,AM,PV859,McKay-GLIER,2022-04-27 06:30:00,wwpH,,Field hand-held probe,max,,,7.88,,,
SM_LPCC203_F,LPCC,PV860,McKay-GLIER,2022-04-27 07:20:00,wwFlow,,Measured daily average flow,mean,,,236.0,L/s,,
SM_LPCC203_pH,LPCC,PV860,McKay-GLIER,2022-04-27 07:20:00,wwpH,,Field hand-held probe,max,,,7.88,,,
SM_LPCC203_T,LPCC,PV860,McKay-GLIER,2022-04-27 07:20:00,wwTemp,,Field hand-held probe,max,,,13.7,oC,,
SM_LRPCP251_T,LRPCP,PV861,McKay-GLIER,2022-04-26 00:00:00,wwTemp,,Field hand-held probe,max,,,12.6,oC,,
SM_LRPCP251_pH,LRPCP,PV861,McKay-GLIER,2022-04-26 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP251_F,LRPCP,PV861,McKay-GLIER,2022-04-26 00:00:00,wwFlow,,Measured daily average flow,mean,,,45000.0,m3/d,,
SM_LRPCP252_T,LRPCP,PV862,McKay-GLIER,2022-04-27 00:00:00,wwTemp,,Field hand-held probe,max,,,12.6,oC,,
SM_LRPCP252_pH,LRPCP,PV862,McKay-GLIER,2022-04-27 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP252_F,LRPCP,PV862,McKay-GLIER,2022-04-27 00:00:00,wwFlow,,Measured daily average flow,mean,,,35000.0,m3/d,,
SM_LRWRP261_F,LRWRP,PV863,McKay-GLIER,2022-04-26 07:00:00,wwFlow,,Measured daily average flow,mean,,,115.0,ML/D,,
SM_LRWRP261_T,LRWRP,PV863,McKay-GLIER,2022-04-26 07:00:00,wwTemp,,Field hand-held probe,max,,,13.1,oC,,
SM_LRWRP261_pH,LRWRP,PV863,McKay-GLIER,2022-04-26 07:00:00,wwpH,,Field hand-held probe,max,,,6.5,,,
SM_LRWRP262_F,LRWRP,PV864,McKay-GLIER,2022-04-27 07:00:00,wwFlow,,Measured daily average flow,mean,,,105.0,ML/D,,
SM_LRWRP262_T,LRWRP,PV864,McKay-GLIER,2022-04-27 07:00:00,wwTemp,,Field hand-held probe,max,,,13.9,oC,,
SM_LRWRP262_pH,LRWRP,PV864,McKay-GLIER,2022-04-27 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_CHWW117_F,CHWW,PV869,McKay-GLIER,2022-04-27 00:00:00,wwFlow,,Measured daily average flow,mean,,,25.22,ML/D,,
SM_CHWW117_T,CHWW,PV869,McKay-GLIER,2022-04-27 00:00:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_CHWW117_pH,CHWW,PV869,McKay-GLIER,2022-04-27 00:00:00,wwpH,,Field hand-held probe,max,,,8.27,,,
SM_TB132_T,TB,PV870,McKay-GLIER,2022-04-27 09:00:00,wwTemp,,Field hand-held probe,max,,,7.1,oC,,
SM_TB132_pH,TB,PV870,McKay-GLIER,2022-04-27 09:00:00,wwpH,,Field hand-held probe,max,,,7.846,,,
SM_TB132_F,TB,PV870,McKay-GLIER,2022-04-27 09:00:00,wwFlow,,Measured daily average flow,mean,,,192.15,ML/D,, 
SM_TB132_TSS,TB,PV870,McKay-GLIER,2022-04-27 09:00:00,wwTSS,,Laboratory analysis,max,,,36.6,mg/L,,
SM_LA105_F,LA,PV871,McKay-GLIER,2022-04-27 06:30:00,wwFlow,,Measured daily average flow,mean,,,140.0,L/s,,
SM_LA105_T,LA,PV871,McKay-GLIER,2022-04-27 06:30:00,wwTemp,,Field hand-held probe,max,,,17.5,oC,,
SM_LA105_pH,LA,PV871,McKay-GLIER,2022-04-27 06:30:00,wwpH,,Field hand-held probe,max,,,7.37,,,
SM_LRPCP253_F,LRPCP,PV872,McKay-GLIER,2022-04-28 00:00:00,wwFlow,,Measured daily average flow,mean,,,46000.0,m3/d,,
SM_LRPCP253_T,LRPCP,PV872,McKay-GLIER,2022-04-28 00:00:00,wwTemp,,Field hand-held probe,max,,,12.7,oC,,
SM_LRPCP253_pH,LRPCP,PV872,McKay-GLIER,2022-04-28 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP254_F,LRPCP,PV873,McKay-GLIER,2022-04-29 00:00:00,wwFlow,,Measured daily average flow,mean,,,43000.0,m3/d,,
SM_LRPCP254_T,LRPCP,PV873,McKay-GLIER,2022-04-29 00:00:00,wwTemp,,Field hand-held probe,max,,,12.5,oC,,
SM_LRPCP254_pH,LRPCP,PV873,McKay-GLIER,2022-04-29 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP263_F,LRWRP,PV874,McKay-GLIER,2022-04-28 06:30:00,wwFlow,,Measured daily average flow,mean,,,83.0,ML/D,,
SM_LRWRP263_T,LRWRP,PV874,McKay-GLIER,2022-04-28 06:30:00,wwTemp,,Field hand-held probe,max,,,13.7,oC,,
SM_LRWRP263_pH,LRWRP,PV874,McKay-GLIER,2022-04-28 06:30:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_LRWRP264_F,LRWRP,PV875,McKay-GLIER,2022-04-29 06:30:00,wwFlow,,Measured daily average flow,mean,,,83.0,ML/D,,
SM_LRWRP264_T,LRWRP,PV875,McKay-GLIER,2022-04-29 06:30:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRWRP264_pH,LRWRP,PV875,McKay-GLIER,2022-04-29 06:30:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_AM159_F,AM,PV880,McKay-GLIER,2022-05-02 06:30:00,wwFlow,,Measured daily average flow,mean,,,11404.0,m3/d,,
SM_AM159_F_Spot,AM,PV880,McKay-GLIER,2022-05-02 06:30:00,wwFlow,,Field hand-held probe,max,,,466.3,m3/hr,,
SM_AM159_T,AM,PV880,McKay-GLIER,2022-05-02 06:30:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_AM159_pH,AM,PV880,McKay-GLIER,2022-05-02 06:30:00,wwpH,,Field hand-held probe,max,,,7.76,,,
SM_LPCC204_F,LPCC,PV881,McKay-GLIER,2022-04-29 07:20:00,wwFlow,,Measured daily average flow,mean,,,223.0,L/s,,
SM_LPCC204_pH,LPCC,PV881,McKay-GLIER,2022-04-29 07:20:00,wwpH,,Field hand-held probe,max,,,7.98,,,
SM_LPCC204_T,LPCC,PV881,McKay-GLIER,2022-04-29 07:20:00,wwTemp,,Field hand-held probe,max,,,15.2,oC,,
SM_LPCC205_F,LPCC,PV882,McKay-GLIER,2022-05-02 07:00:00,wwFlow,,Measured daily average flow,mean,,,173.0,L/s,,
SM_LPCC205_pH,LPCC,PV882,McKay-GLIER,2022-05-02 07:00:00,wwpH,,Field hand-held probe,max,,,8.11,,,
SM_LPCC205_T,LPCC,PV882,McKay-GLIER,2022-05-02 07:00:00,wwTemp,,Field hand-held probe,max,,,14.8,oC,,
SM_LRPCP255_T,LRPCP,PV883,McKay-GLIER,2022-05-02 00:00:00,wwTemp,,Field hand-held probe,max,,,13.0,oC,,
SM_LRPCP255_pH,LRPCP,PV883,McKay-GLIER,2022-05-02 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRWRP265_F,LRWRP,PV884,McKay-GLIER,2022-05-02 07:00:00,wwFlow,,Measured daily average flow,mean,,,100.0,ML/D,,
SM_LRWRP265_T,LRWRP,PV884,McKay-GLIER,2022-05-02 07:00:00,wwTemp,,Field hand-held probe,max,,,13.4,oC,,
SM_LRWRP265_pH,LRWRP,PV884,McKay-GLIER,2022-05-02 07:00:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_CHWW118_F,CHWW,PV890,McKay-GLIER,2022-05-02 00:00:00,wwFlow,,Measured daily average flow,mean,,,22.15,ML/D,,
SM_CHWW118_T,CHWW,PV890,McKay-GLIER,2022-05-02 00:00:00,wwTemp,,Field hand-held probe,max,,,18.8,oC,,
SM_CHWW118_pH,CHWW,PV890,McKay-GLIER,2022-05-02 00:00:00,wwpH,,Field hand-held probe,max,,,7.63,,,
SM_TB133_T,TB,PV891,McKay-GLIER,2022-04-29 08:45:00,wwTemp,,Field hand-held probe,max,,,6.8,oC,,
SM_TB133_pH,TB,PV891,McKay-GLIER,2022-04-29 08:45:00,wwpH,,Field hand-held probe,max,,,7.931,,,
SM_TB133_F,TB,PV891,McKay-GLIER,2022-04-29 08:45:00,wwFlow,,Measured daily average flow,mean,,,139.72,ML/D,,
SM_TB133_TSS,TB,PV891,McKay-GLIER,2022-04-29 08:45:00,wwTSS,,Laboratory analysis,max,,,55.4,mg/L,,
SM_TB134_T,TB,PV892,McKay-GLIER,2022-05-02 09:00:00,wwTemp,,Field hand-held probe,max,,,7.2,oC,,
SM_TB134_pH,TB,PV892,McKay-GLIER,2022-05-02 09:00:00,wwpH,,Field hand-held probe,max,,,7.59,,,
SM_TB134_F,TB,PV892,McKay-GLIER,2022-05-02 09:00:00,wwFlow,,Measured daily average flow,mean,,,320.76,ML/D,,
SM_TB134_TSS,TB,PV892,McKay-GLIER,2022-05-02 09:00:00,wwTSS,,Laboratory analysis,max,,,55.2,mg/L,,
SM_LA106_F,LA,PV893,McKay-GLIER,2022-05-03 08:00:00,wwFlow,,Measured daily average flow,mean,,,135.6,L/s,,
SM_LA106_T,LA,PV893,McKay-GLIER,2022-05-03 08:00:00,wwTemp,,Field hand-held probe,max,,,16.8,oC,,
SM_LA106_pH,LA,PV893,McKay-GLIER,2022-05-03 08:00:00,wwpH,,Field hand-held probe,max,,,7.51,,,
SM_LRPCP256_T,LRPCP,PV894,McKay-GLIER,2022-05-03 00:00:00,wwTemp,,Field hand-held probe,max,,,13.1,oC,,
SM_LRPCP256_pH,LRPCP,PV894,McKay-GLIER,2022-05-03 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP256_F,LRPCP,PV894,McKay-GLIER,2022-05-03 00:00:00,wwFlow,,Measured daily average flow,mean,,,42000.0,m3/d,,
SM_LRPCP257_T,LRPCP,PV895,McKay-GLIER,2022-05-04 00:00:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRPCP257_pH,LRPCP,PV895,McKay-GLIER,2022-05-04 00:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRPCP257_F,LRPCP,PV895,McKay-GLIER,2022-05-04 00:00:00,wwFlow,,Measured daily average flow,mean,,,102000.0,m3/d,,
SM_LRWRP266_F,LRWRP,PV896,McKay-GLIER,2022-05-03 06:30:00,wwFlow,,Measured daily average flow,mean,,,76.0,ML/D,,
SM_LRWRP266_T,LRWRP,PV896,McKay-GLIER,2022-05-03 06:30:00,wwTemp,,Field hand-held probe,max,,,13.6,oC,,
SM_LRWRP266_pH,LRWRP,PV896,McKay-GLIER,2022-05-03 06:30:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRWRP267_F,LRWRP,PV897,McKay-GLIER,2022-05-04 06:30:00,wwFlow,,Measured daily average flow,mean,,,99.0,ML/D,,
SM_LRWRP267_T,LRWRP,PV897,McKay-GLIER,2022-05-04 06:30:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_LRWRP267_pH,LRWRP,PV897,McKay-GLIER,2022-05-04 06:30:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_CHWW119_F,CHWW,PV901,McKay-GLIER,2022-05-04 00:00:00,wwFlow,,Measured daily average flow,mean,,,24.58,ML/D,,
SM_CHWW119_T,CHWW,PV901,McKay-GLIER,2022-05-04 00:00:00,wwTemp,,Field hand-held probe,max,,,15.5,oC,,
SM_CHWW119_pH,CHWW,PV901,McKay-GLIER,2022-05-04 00:00:00,wwpH,,Field hand-held probe,max,,,7.78,,,
SM_TB135_T,TB,PV902,McKay-GLIER,2022-05-04 08:45:00,wwTemp,,Field hand-held probe,max,,,6.8,oC,,
SM_TB135_pH,TB,PV902,McKay-GLIER,2022-05-04 08:45:00,wwpH,,Field hand-held probe,max,,,7.55,,,
SM_TB135_F,TB,PV902,McKay-GLIER,2022-05-04 08:45:00,wwFlow,,Measured daily average flow,mean,,,214.37,ML/D,, 
SM_TB135_TSS,TB,PV902,McKay-GLIER,2022-05-04 08:45:00,wwTSS,,Laboratory analysis,max,,,58.4,mg/L,,
SM_LRPCP258_F,LRPCP,PV903,McKay-GLIER,2022-05-05 00:00:00,wwFlow,,Measured daily average flow,mean,,,110000.0,m3/d,,
SM_LRPCP258_T,LRPCP,PV903,McKay-GLIER,2022-05-05 00:00:00,wwTemp,,Field hand-held probe,max,,,12.6,oC,,
SM_LRPCP258_pH,LRPCP,PV903,McKay-GLIER,2022-05-05 00:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRPCP259_F,LRPCP,PV904,McKay-GLIER,2022-05-06 00:00:00,wwFlow,,Measured daily average flow,mean,,,60000.0,m3/d,,
SM_LRPCP259_T,LRPCP,PV904,McKay-GLIER,2022-05-06 00:00:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRPCP259_pH,LRPCP,PV904,McKay-GLIER,2022-05-06 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRWRP268_F,LRWRP,PV905,McKay-GLIER,2022-05-05 06:30:00,wwFlow,,Measured daily average flow,mean,,,127.0,ML/D,,
SM_LRWRP268_T,LRWRP,PV905,McKay-GLIER,2022-05-05 06:30:00,wwTemp,,Field hand-held probe,max,,,12.9,oC,,
SM_LRWRP268_pH,LRWRP,PV905,McKay-GLIER,2022-05-05 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP269_F,LRWRP,PV906,McKay-GLIER,2022-05-05 06:30:00,wwFlow,,Measured daily average flow,mean,,,119.0,ML/D,,
SM_LRWRP269_T,LRWRP,PV906,McKay-GLIER,2022-05-05 06:30:00,wwTemp,,Field hand-held probe,max,,,13.2,oC,,
SM_LRWRP269_pH,LRWRP,PV906,McKay-GLIER,2022-05-05 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_AM160_F,AM,PV908,McKay-GLIER,2022-05-06 06:30:00,wwFlow,,Measured daily average flow,mean,,,12819.6,m3/d,,
SM_AM160_F_Spot,AM,PV908,McKay-GLIER,2022-05-06 06:30:00,wwFlow,,Field hand-held probe,max,,,540.2,m3/hr,,
SM_AM160_T,AM,PV908,McKay-GLIER,2022-05-06 06:30:00,wwTemp,,Field hand-held probe,max,,,10.5,oC,,
SM_AM160_pH,AM,PV908,McKay-GLIER,2022-05-06 06:30:00,wwpH,,Field hand-held probe,max,,,7.94,,,
SM_AM161_F,AM,PV909,McKay-GLIER,2022-05-09 06:30:00,wwFlow,,Measured daily average flow,mean,,,9127.2,m3/d,,
SM_AM161_F_Spot,AM,PV909,McKay-GLIER,2022-05-09 06:30:00,wwFlow,,Field hand-held probe,max,,,377.2,m3/hr,,
SM_AM161_T,AM,PV909,McKay-GLIER,2022-05-09 06:30:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_AM161_pH,AM,PV909,McKay-GLIER,2022-05-09 06:30:00,wwpH,,Field hand-held probe,max,,,7.82,,,
SM_LPCC206_F,LPCC,PV910,McKay-GLIER,2022-05-04 06:30:00,wwFlow,,Measured daily average flow,mean,,,345.76,L/s,,
SM_LPCC206_pH,LPCC,PV910,McKay-GLIER,2022-05-04 06:30:00,wwpH,,Field hand-held probe,max,,,7.62,,,
SM_LPCC206_T,LPCC,PV910,McKay-GLIER,2022-05-04 06:30:00,wwTemp,,Field hand-held probe,max,,,14.7,oC,,
SM_LPCC207_F,LPCC,PV911,McKay-GLIER,2022-05-06 07:00:00,wwFlow,,Measured daily average flow,mean,,,266.0,L/s,,
SM_LPCC207_pH,LPCC,PV911,McKay-GLIER,2022-05-06 07:00:00,wwpH,,Field hand-held probe,max,,,8.22,,,
SM_LPCC207_T,LPCC,PV911,McKay-GLIER,2022-05-06 07:00:00,wwTemp,,Field hand-held probe,max,,,15.0,oC,,
SM_LPCC208_F,LPCC,PV912,McKay-GLIER,2022-05-09 07:00:00,wwFlow,,Measured daily average flow,mean,,,173.0,L/s,,
SM_LPCC208_pH,LPCC,PV912,McKay-GLIER,2022-05-09 07:00:00,wwpH,,Field hand-held probe,max,,,7.88,,,
SM_LPCC208_T,LPCC,PV912,McKay-GLIER,2022-05-09 07:00:00,wwTemp,,Field hand-held probe,max,,,14.8,oC,,
SM_LRPCP260_F,LRPCP,PV913,McKay-GLIER,2022-05-09 00:00:00,wwFlow,,Measured daily average flow,mean,,,45000.0,m3/d,,
SM_LRPCP260_T,LRPCP,PV913,McKay-GLIER,2022-05-09 00:00:00,wwTemp,,Field hand-held probe,max,,,13.5,oC,,
SM_LRPCP260_pH,LRPCP,PV913,McKay-GLIER,2022-05-09 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP270_F,LRWRP,PV914,McKay-GLIER,2022-05-09 06:30:00,wwFlow,,Measured daily average flow,mean,,,80.0,ML/D,,
SM_LRWRP270_T,LRWRP,PV914,McKay-GLIER,2022-05-09 06:30:00,wwTemp,,Field hand-held probe,max,,,14.7,oC,,
SM_LRWRP270_pH,LRWRP,PV914,McKay-GLIER,2022-05-09 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW120_F,CHWW,PV919,McKay-GLIER,2022-05-09 00:00:00,wwFlow,,Measured daily average flow,mean,,,19.1,ML/D,,
SM_CHWW120_T,CHWW,PV919,McKay-GLIER,2022-05-09 00:00:00,wwTemp,,Field hand-held probe,max,,,15.0,oC,,
SM_CHWW120_pH,CHWW,PV919,McKay-GLIER,2022-05-09 00:00:00,wwpH,,Field hand-held probe,max,,,7.5,,,
SM_TB136_T,TB,PV920,McKay-GLIER,2022-05-06 08:45:00,wwTemp,,Field hand-held probe,max,,,7.2,oC,,
SM_TB136_pH,TB,PV920,McKay-GLIER,2022-05-06 08:45:00,wwpH,,Field hand-held probe,max,,,7.45,,,
SM_TB136_F,TB,PV920,McKay-GLIER,2022-05-06 08:45:00,wwFlow,,Measured daily average flow,mean,,,179.64,ML/D,,
SM_TB136_TSS,TB,PV920,McKay-GLIER,2022-05-06 08:45:00,wwTSS,,Laboratory analysis,max,,,44.6,mg/L,,
SM_TB137_T,TB,PV921,McKay-GLIER,2022-05-09 08:30:00,wwTemp,,Field hand-held probe,max,,,8.4,oC,,
SM_TB137_pH,TB,PV921,McKay-GLIER,2022-05-09 08:30:00,wwpH,,Field hand-held probe,max,,,7.895,,,
SM_TB137_F,TB,PV921,McKay-GLIER,2022-05-09 08:30:00,wwFlow,,Measured daily average flow,mean,,,148.87,ML/D,,
SM_TB137_TSS,TB,PV921,McKay-GLIER,2022-05-09 08:30:00,wwTSS,,Laboratory analysis,max,,,73.8,mg/L,,
SM_LA107_F,LA,PV922,McKay-GLIER,2022-05-11 08:00:00,wwFlow,,Measured daily average flow,mean,,,178.9,L/s,,
SM_LA107_T,LA,PV922,McKay-GLIER,2022-05-11 08:00:00,wwTemp,,Field hand-held probe,max,,,18.6,oC,,
SM_LA107_pH,LA,PV922,McKay-GLIER,2022-05-11 08:00:00,wwpH,,Field hand-held probe,max,,,7.39,,,
SM_LRPCP261_T,LRPCP,PV923,McKay-GLIER,2022-05-10 00:00:00,wwTemp,,Field hand-held probe,max,,,13.8,oC,,
SM_LRPCP261_pH,LRPCP,PV923,McKay-GLIER,2022-05-10 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LRPCP262_T,LRPCP,PV924,McKay-GLIER,2022-05-11 00:00:00,wwTemp,,Field hand-held probe,max,,,14.2,oC,,
SM_LRPCP262_pH,LRPCP,PV924,McKay-GLIER,2022-05-11 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP271_F,LRWRP,PV926,McKay-GLIER,2022-05-10 06:30:00,wwFlow,,Measured daily average flow,mean,,,75.2,ML/D,,
SM_LRWRP271_T,LRWRP,PV926,McKay-GLIER,2022-05-10 06:30:00,wwTemp,,Field hand-held probe,max,,,15.3,oC,,
SM_LRWRP271_pH,LRWRP,PV926,McKay-GLIER,2022-05-10 06:30:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRWRP272_F,LRWRP,PV927,McKay-GLIER,2022-05-11 06:30:00,wwFlow,,Measured daily average flow,mean,,,74.0,ML/D,,
SM_LRWRP272_T,LRWRP,PV927,McKay-GLIER,2022-05-11 06:30:00,wwTemp,,Field hand-held probe,max,,,15.4,oC,,
SM_LRWRP272_pH,LRWRP,PV927,McKay-GLIER,2022-05-11 06:30:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_CHWW121_F,CHWW,PV929,McKay-GLIER,2022-05-11 00:00:00,wwFlow,,Measured daily average flow,mean,,,20.12,ML/D,,
SM_CHWW121_T,CHWW,PV929,McKay-GLIER,2022-05-11 00:00:00,wwTemp,,Field hand-held probe,max,,,17.0,oC,,
SM_CHWW121_pH,CHWW,PV929,McKay-GLIER,2022-05-11 00:00:00,wwpH,,Field hand-held probe,max,,,8.42,,,
SM_TB138_T,TB,PV930,McKay-GLIER,2022-05-11 08:45:00,wwTemp,,Field hand-held probe,max,,,7.4,oC,,
SM_TB138_pH,TB,PV930,McKay-GLIER,2022-05-11 08:45:00,wwpH,,Field hand-held probe,max,,,7.753,,,
SM_TB138_F,TB,PV930,McKay-GLIER,2022-05-11 08:45:00,wwFlow,,Measured daily average flow,mean,,,129.04,ML/D,, 
SM_TB138_TSS,TB,PV930,McKay-GLIER,2022-05-11 08:45:00,wwTSS,,Laboratory analysis,max,,,51.2,mg/L,,
SM_LRPCP263_F,LRPCP,PV931,McKay-GLIER,2022-05-12 00:00:00,wwFlow,,Measured daily average flow,mean,,,43000.0,m3/d,,
SM_LRPCP263_T,LRPCP,PV931,McKay-GLIER,2022-05-12 00:00:00,wwTemp,,Field hand-held probe,max,,,13.8,oC,,
SM_LRPCP263_pH,LRPCP,PV931,McKay-GLIER,2022-05-12 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRPCP264_F,LRPCP,PV932,McKay-GLIER,2022-05-13 00:00:00,wwFlow,,Measured daily average flow,mean,,,38000.0,m3/d,,
SM_LRPCP264_T,LRPCP,PV932,McKay-GLIER,2022-05-13 00:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_LRPCP264_pH,LRPCP,PV932,McKay-GLIER,2022-05-13 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP273_F,LRWRP,PV933,McKay-GLIER,2022-05-12 07:00:00,wwFlow,,Measured daily average flow,mean,,,75.0,ML/D,,
SM_LRWRP273_T,LRWRP,PV933,McKay-GLIER,2022-05-12 07:00:00,wwTemp,,Field hand-held probe,max,,,16.1,oC,,
SM_LRWRP273_pH,LRWRP,PV933,McKay-GLIER,2022-05-12 07:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRWRP274_F,LRWRP,PV934,McKay-GLIER,2022-05-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,90.0,ML/D,,
SM_LRWRP274_T,LRWRP,PV934,McKay-GLIER,2022-05-13 07:00:00,wwTemp,,Field hand-held probe,max,,,16.0,oC,,
SM_LRWRP274_pH,LRWRP,PV934,McKay-GLIER,2022-05-13 07:00:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_AM163_F,AM,PV939,McKay-GLIER,2022-05-13 06:30:00,wwFlow,,Measured daily average flow,mean,,,7095.0,m3/d,,
SM_AM163_F_Spot,AM,PV939,McKay-GLIER,2022-05-13 06:30:00,wwFlow,,Field hand-held probe,max,,,299.6,m3/hr,,
SM_AM163_T,AM,PV939,McKay-GLIER,2022-05-13 06:30:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_AM163_pH,AM,PV939,McKay-GLIER,2022-05-13 06:30:00,wwpH,,Field hand-held probe,max,,,7.78,,,
SM_AM164_F,AM,PV940,McKay-GLIER,2022-05-16 06:30:00,wwFlow,,Measured daily average flow,mean,,,7133.6,m3/d,,
SM_AM164_F_Spot,AM,PV940,McKay-GLIER,2022-05-16 06:30:00,wwFlow,,Field hand-held probe,max,,,297.2,m3/hr,,
SM_AM164_T,AM,PV940,McKay-GLIER,2022-05-16 06:30:00,wwTemp,,Field hand-held probe,max,,,21.8,oC,,
SM_AM164_pH,AM,PV940,McKay-GLIER,2022-05-16 06:30:00,wwpH,,Field hand-held probe,max,,,7.7,,,
SM_LPCC209_F,LPCC,PV941,McKay-GLIER,2022-05-11 07:00:00,wwFlow,,Measured daily average flow,mean,,,225.2,L/s,,
SM_LPCC209_pH,LPCC,PV941,McKay-GLIER,2022-05-11 07:00:00,wwpH,,Field hand-held probe,max,,,8.18,,,
SM_LPCC209_T,LPCC,PV941,McKay-GLIER,2022-05-11 07:00:00,wwTemp,,Field hand-held probe,max,,,16.3,oC,,
SM_LPCC210_F,LPCC,PV942,McKay-GLIER,2022-05-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,207.3,L/s,,
SM_LPCC210_pH,LPCC,PV942,McKay-GLIER,2022-05-13 07:00:00,wwpH,,Field hand-held probe,max,,,8.22,,,
SM_LPCC210_T,LPCC,PV942,McKay-GLIER,2022-05-13 07:00:00,wwTemp,,Field hand-held probe,max,,,16.7,oC,,
SM_LPCC211_F,LPCC,PV943,McKay-GLIER,2022-05-16 05:00:00,wwFlow,,Measured daily average flow,mean,,,169.28,L/s,,
SM_LPCC211_pH,LPCC,PV943,McKay-GLIER,2022-05-16 05:00:00,wwpH,,Field hand-held probe,max,,,7.36,,,
SM_LPCC211_T,LPCC,PV943,McKay-GLIER,2022-05-16 05:00:00,wwTemp,,Field hand-held probe,max,,,15.5,oC,,
SM_LRPCP265_T,LRPCP,PV944,McKay-GLIER,2022-05-16 00:00:00,wwTemp,,Field hand-held probe,max,,,15.0,oC,,
SM_LRPCP265_pH,LRPCP,PV944,McKay-GLIER,2022-05-16 00:00:00,wwpH,,Field hand-held probe,max,,,7.02,,,
SM_LRWRP275_F,LRWRP,PV946,McKay-GLIER,2022-05-16 07:00:00,wwFlow,,Measured daily average flow,mean,,,250.0,ML/D,,
SM_LRWRP275_T,LRWRP,PV946,McKay-GLIER,2022-05-16 07:00:00,wwTemp,,Field hand-held probe,max,,,15.7,oC,,
SM_LRWRP275_pH,LRWRP,PV946,McKay-GLIER,2022-05-16 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_CHWW122_F,CHWW,PV949,McKay-GLIER,2022-05-13 00:00:00,wwFlow,,Measured daily average flow,mean,,,21.5,ML/D,,
SM_CHWW122_T,CHWW,PV949,McKay-GLIER,2022-05-13 00:00:00,wwTemp,,Field hand-held probe,max,,,18.2,oC,,
SM_CHWW122_pH,CHWW,PV949,McKay-GLIER,2022-05-13 00:00:00,wwpH,,Field hand-held probe,max,,,7.94,,,
