sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes
GT103,GT,rawWW,cpTP24h,,2021-03-09 00:00:00,2021-03-10 00:00:00,1.0,,Yes,,,
MH103,MH,rawWW,cpTP24h,,2021-03-09 00:00:00,2021-03-10 00:00:00,1.0,,Yes,,,
OSE103,OSE,rawWW,cpTP24h,,2021-03-09 00:00:00,2021-03-10 00:00:00,1.0,,Yes,,,
OSW103,OSW,rawWW,cpTP24h,,2021-03-09 00:00:00,2021-03-10 00:00:00,1.0,,Yes,,,
SKY103,SKY,rawWW,cpTP24h,,2021-03-09 00:00:00,2021-03-10 00:00:00,1.0,,Yes,,,
ACT123,ACT,rawWW,cpTP24h,,2021-03-11 00:00:00,2021-03-12 00:00:00,1.0,,Yes,,,
GT123,GT,rawWW,cpTP24h,,2021-03-11 00:00:00,2021-03-12 00:00:00,1.0,,Yes,,,
MH123,MH,rawWW,cpTP24h,,2021-03-11 00:00:00,2021-03-12 00:00:00,1.0,,Yes,,,
OSE123,OSE,rawWW,grb,2021-03-12 11:15:00,,,1.0,,Yes,,,
OSW123,OSW,rawWW,cpTP24h,,2021-03-11 00:00:00,2021-03-12 00:00:00,1.0,,Yes,,,
SKY123,SKY,rawWW,cpTP24h,,2021-03-11 00:00:00,2021-03-12 00:00:00,1.0,,Yes,,,
ACT153,ACT,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
GT153,GT,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
MH153,MH,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
OSE153,OSE,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
OSW153,OSW,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
SKY153,SKY,rawWW,cpTP24h,,2021-03-14 00:00:00,2021-03-15 00:00:00,1.0,,Yes,,,
ACT173,ACT,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
GT173,GT,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
MH173,MH,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
OSE173,OSE,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
OSW173,OSW,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
SKY173,SKY,rawWW,cpTP24h,,2021-03-15 00:00:00,2021-03-17 00:00:00,1.0,,Yes,,,
ACT193,ACT,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
GT193,GT,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
MH193,MH,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
OSE193,OSE,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
OSW193,OSW,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
SKY193,SKY,rawWW,cpTP24h,,2021-03-18 00:00:00,2021-03-19 00:00:00,1.0,,Yes,,,
